rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend
600,HD 224693,Radial Velocity,1,26.73,0.02,-0.02,0,0.192,,,0,0.05,0.03,-0.03,0,,,,,0.71,,,0,,,,,,,,,,,,,0,0,6037,50,-50,0,0,1.33,0.1,-0.1,0,0,1.7,0.3,-0.3,0,0
601,HD 231701,Radial Velocity,1,141.6,2.8,-2.8,0,0.53,,,0,0.1,0.08,-0.08,0,,,,,1.08,,,0,,,,,,,,,,,,,0,0,6208,44,-44,0,0,1.14,0.08,-0.06,0,0,1.35,0.2,-0.19,0,0
602,HD 233604,Radial Velocity,1,192,0.22,-0.22,0,0.747,,,0,0.05,0.03,-0.03,0,,,,,6.575,,,0,,,,,,,,,,,,,0,0,4791,45,-45,0,0,1.5,0.3,-0.3,0,0,10.9,0.6,-0.6,0,0
603,HD 240210,Radial Velocity,1,501.75,2.33,-2.33,0,1.16,,,0,0.15,0.02,-0.02,0,,,,,5.21,,,0,,,,,,,,,,,,,0,0,4297,25,-25,0,0,0.82,0.15,-0.15,0,0,,,,,0
604,HD 240237,Radial Velocity,1,745.7,13.8,-13.8,0,1.9,,,0,0.4,0.1,-0.1,0,,,,,5.3,,,0,,,,,,,,,,,,,0,0,4361,10,-10,0,0,1.69,0.42,-0.42,0,0,32,1,-1,0,0
605,HD 290327,Radial Velocity,1,2443,205,-117,0,3.43,0.2,-0.12,0,0.08,0.08,-0.03,0,,,,,2.54,0.17,-0.14,0,,,,,,,,,,,,,0,0,5552,21,-21,0,0,0.9,,,0,0,1,0.01,-0.01,0,0
606,HD 285968,Radial Velocity,1,8.7836,0.0054,-0.0054,0,0.066,,,0,0,,,0,,,,,0.026,,,0,,,,,,,,,,,,,0,0,3679,77,-77,0,,0.45,,,0,,0.45,0.02,-0.02,0,
607,HD 285507,Radial Velocity,1,6.0881,0.0018,-0.0018,0,,,,,0.086,0.019,-0.019,0,,,,,0.917,0.033,-0.033,0,,,,,,,,,,,,,0,0,4503,85,-61,0,0,0.73,0.03,-0.03,0,0,0.66,0.05,-0.05,0,0
608,HD 330075,Radial Velocity,1,3.38773,0.00008,-0.00008,0,0.039,,,0,0,,,0,,,,,0.62,,,0,,,,,,,,,,,,,0,0,5017,53,-53,0,0,0.7,0.1,-0.1,0,0,,,,,0
609,HIP 5158,Radial Velocity,2,345.72,5.37,-5.37,0,0.89,,,0,0.52,0.08,-0.08,0,,,,,1.42,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
610,HIP 5158,Radial Velocity,2,9017.8,3180.7,-3180.7,0,7.7,1.88,-1.88,0,0.14,0.1,-0.1,0,15.04,10.55,-10.55,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
611,HIP 12961,Radial Velocity,1,57,,,0,,,,,,,,,,,,,0.47,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
612,HIP 14810,Radial Velocity,3,6.673855,0.000019,-0.000019,0,0.0692,0.004,-0.004,0,0.1427,0.00094,-0.00094,0,,,,,3.88,0.32,-0.32,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
613,HIP 14810,Radial Velocity,3,147.73,0.065,-0.065,0,0.545,0.031,-0.031,0,0.164,0.012,-0.012,0,,,,,1.28,0.1,-0.1,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
614,HIP 14810,Radial Velocity,3,952,15,-15,0,1.89,0.11,-0.11,0,0.173,0.037,-0.037,0,,,,,0.57,0.052,-0.052,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
615,HIP 57050,Radial Velocity,1,41.397,0.016,-0.016,0,0.163506,0.000042,-0.000042,0,0.314,0.086,-0.086,0,,,,,0.298,0.025,-0.025,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
616,HIP 57274,Radial Velocity,3,8.1352,0.004,-0.004,0,0.07,,,0,0.187,0.1,-0.1,0,,,,,0.0365,0.00409,-0.00409,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
617,HIP 57274,Radial Velocity,3,32.03,0.02,-0.02,0,0.178,,,0,0.05,0.02,-0.02,0,,,,,0.40902,0.00944,-0.00944,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
618,HIP 57274,Radial Velocity,3,431.7,8.5,-8.5,0,1.01,,,0,0.27,0.05,-0.05,0,,,,,0.5267,0.03,-0.03,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
619,HIP 63510,Imaging,1,,,,,1168,,,0,,,,,6.28536,,,0,,,,,1.22,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,
620,HIP 63242,Radial Velocity,1,124.6,,,0,0.565,,,0,0.23,,,0,,,,,9.18,,,0,,,,,,,,,,,,,0,0,4830,100,-100,0,0,1.54,0.05,-0.05,0,0,,,,,
621,HIP 67851,Radial Velocity,2,89.06,0.1,-0.1,0,0.426,0.02,-0.02,0,0.17,0.04,-0.04,0,,,,,1.35,0.17,-0.17,0,,,,,,,,,,,,,0,0,4805,100,-100,0,0,1.3,0.18,-0.18,0,0,5.87,0.29,-0.29,0,0
622,HIP 67851,Radial Velocity,2,1626,26,-26,0,2.96,0.16,-0.16,0,0.2,0.05,-0.05,0,,,,,3.88,0.55,-0.55,0,,,,,,,,,,,,,0,0,4805,100,-100,0,0,1.3,0.18,-0.18,0,0,5.87,0.29,-0.29,0,0
623,HIP 70849,Radial Velocity,1,17337.5,15512.5,-15512.5,0,20.25,15.75,-15.75,0,0.715,0.245,-0.245,0,,,,,9,6,-6,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
624,HIP 75458,Radial Velocity,1,511.098,0.089,-0.089,0,1.275,0.074,-0.074,0,0.7124,0.0039,-0.0039,0,,,,,8.82,0.72,-0.72,0,,,,,,,,,,,,,0,0,4530,100,-100,0,0,1.05,,,0,0,,,,,0
625,HIP 78530,Imaging,1,,,,,740,60,-60,0,,,,,23,1,-1,0,,,,,,,,,,,,,,,,,0,0,10500,,,0,0,2.5,,,0,0,,,,,0
626,HIP 79431,Radial Velocity,1,111.7,0.7,-0.7,0,0.36,,,,0.29,0.02,-0.02,0,,,,,2.1,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
627,HIP 91258,Radial Velocity,1,5.0505,0.0015,-0.0015,0,0.057,0.0009,-0.0009,0,0.024,0.014,-0.014,0,,,,,1.068,0.038,-0.038,0,,,,,,,,,,,,,0,0,5519,70,-70,0,0,0.95,0.03,-0.03,0,0,1,0.04,-0.04,0,0
628,HIP 97233,Radial Velocity,1,1058.8,6.7,-6.7,0,2.55,0.05,-0.05,0,0.61,0.03,-0.03,0,,,,,20,0.4,-0.4,0,,,,,,,,,,,,,0,0,5020,100,-100,0,0,1.93,0.11,-0.11,0,0,5.34,0.55,-0.55,0,0
629,HIP 105854,Radial Velocity,1,184.2,0.5,-0.5,0,0.81,0.03,-0.03,0,0.02,0.03,-0.03,0,,,,,8.2,0.2,-0.2,0,,,,,,,,,,,,,0,0,4780,100,-100,0,0,2.1,0.1,-0.1,0,0,,,,,0
630,HIP 116454,Transit,1,9.1205,0.0005,-0.0005,0,0.0906,0.0049,-0.0049,,0.205,0.072,-0.072,0,0.037,0.004,-0.004,0,,,,,0.226,0.016,-0.016,0,4.17,1.08,-1.08,0,88.43,0.4,-0.4,0,0,0,5089,50,-50,0,0,0.78,0.03,-0.03,0,0,0.72,0.02,-0.02,0,0
631,HR 810,Radial Velocity,1,320.1,2.1,-2.1,0,0.925,0.104,-0.104,0,0.161,0.069,-0.069,0,,,,,2.26,0.18,-0.18,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
632,HR 8799,Imaging,4,170000,,,0,68,,,0,,,,,7,4,-2,0,,,,,1.2,0.1,-0.1,0,,,,,,,,,0,0,,,,,,,,,,,,,,,
633,HR 8799,Imaging,4,69000,,,0,38,,,0,,,,,10,3,-3,0,,,,,1.2,0.1,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,
634,HR 8799,Imaging,4,37000,,,0,24,,,0,,,,,10,3,-3,0,,,,,1.2,0.1,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,
635,HR 8799,Imaging,4,18000,,,0,14.5,0.5,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
636,K2-3,Transit,3,10.05403,0.00026,-0.00025,0,0.0769,0.0036,-0.004,0,,,,,,,,,,,,,0.19,0.02,-0.02,0,,,,,89.28,0.46,-0.6,0,0,0,3896,189,-189,0,0,0.6,0.09,-0.09,0,0,0.56,0.07,-0.07,0,0
637,K2-3,Transit,3,24.6454,0.0013,-0.0013,0,0.1399,0.0066,-0.0073,0,,,,,,,,,,,,,0.15,0.02,-0.02,0,,,,,89.55,0.29,-0.44,0,0,0,3896,189,-189,0,0,0.6,0.09,-0.09,0,0,0.56,0.07,-0.07,0,0
638,K2-3,Transit,3,44.5631,0.0063,-0.0055,0,0.2076,0.0098,-0.0108,0,,,,,,,,,,,,,0.14,0.02,-0.02,0,,,,,89.68,0.21,-0.26,0,0,0,3896,189,-189,0,0,0.6,0.09,-0.09,0,0,0.56,0.07,-0.07,0,0
639,KELT-1,Transit,1,1.217514,0.000015,-0.000015,0,0.02466,0.00016,-0.00016,0,0.0099,0.01,-0.0069,0,27.23,0.5,-0.48,0,,,,,1.11,0.032,-0.022,0,24.7,1.4,-1.9,0,87.8,1.3,-1.9,0,0,0,6518,50,,0,,1.32,0.03,,0,,1.46,0.04,,0,
640,KELT-2 A,Transit,1,4.1137912,0.00001,-0.0000099,0,0.05496,0.00039,-0.00036,0,0,,,0,1.522,0.078,-0.077,0,,,,,1.286,0.065,-0.047,0,,,,,88.6,1,-1.4,0,0,0,6151,50,,0,,1.31,0.03,,0,,1.83,0.07,,0,
641,KELT-3,Transit,1,2.7033904,0.0000099,-0.00001,0,0.04122,0.00066,-0.00067,0,0,,,0,1.477,0.066,-0.064,0,1.47,0.065,-0.064,0,1.345,0.072,-0.072,0,0.75,0.12,-0.1,0,84.23,0.65,-0.58,0,0,0,6306,50,-49,0,0,1.28,0.06,-0.06,0,0,1.47,0.07,-0.07,0,0
642,KELT-6,Transit,1,7.8457,0.0002,-0.0002,0,0.07939,0.001,-0.00099,0,0.22,0.12,-0.1,0,0.43,0.045,-0.046,0,,,,,1.193,0.13,-0.077,0,0.311,0.069,-0.076,0,88.81,0.79,-0.91,0,0,0,6102,43,-43,0,0,1.08,0.04,-0.04,0,0,1.58,0.16,-0.09,0,0
643,TrES-2,Transit,1,2.47063,0.00001,-0.00001,0,0.03556,0.00075,-0.00075,0,0,,,0,1.199,0.052,-0.052,0,,,,,1.272,0.041,-0.041,0,0.77,0.09,-0.09,0,83.62,0.14,-0.14,0,0,1,5850,50,,0,,0.98,0.06,,0,,1,0.03,,0,
644,HAT-P-7,Transit,1,2.204737,0.000017,-0.000017,0,0.0377,0.0005,-0.0005,0,0,,,0,1.776,0.077,-0.077,0,,,,,1.342,0.068,-0.068,0,,,,,83.111,0.03,-0.03,0,0,1,6350,80,,0,,1.47,0.08,,0,,1.84,0.23,,0,
645,HAT-P-11,Transit,1,4.8878162,0.0000071,-0.0000071,0,0.053,0.0002,-0.0008,0,0.198,0.046,-0.046,0,0.081,0.009,-0.009,0,,,,,0.422,0.014,-0.014,0,1.33,0.2,-0.2,0,88.5,0.6,-0.6,0,0,1,4780,50,-50,0,0,0.81,0.02,-0.03,0,0,0.75,0.02,-0.02,0,0
646,Kepler-4,Transit,1,3.21346,0.00022,-0.00022,0,0.0456,0.0009,-0.0009,0,0,,,0,0.077,0.012,-0.012,0,,,,,0.357,0.019,-0.019,0,1.91,0.36,-0.47,0,89.76,0.24,-2.05,0,0,1,5857,120,-120,0,0,1.22,0.05,-0.09,0,0,1.49,0.07,-0.08,0,0
647,Kepler-5,Transit,1,3.54846,0.000032,-0.000032,0,0.05064,0.0007,-0.0007,0,0.024,,,1,2.114,0.056,-0.059,0,,,,,1.431,0.041,-0.052,0,0.894,0.079,-0.079,0,86.3,0.5,-0.5,0,0,1,6297,60,-60,0,0,1.37,0.04,-0.06,0,0,1.79,0.04,-0.06,0,0
648,Kepler-6,Transit,1,3.234723,0.000017,-0.000017,0,0.04567,0.00055,-0.00046,0,0,,,0,0.669,0.025,-0.03,0,,,,,1.323,0.026,-0.029,0,0.352,0.018,-0.022,0,86.8,0.3,-0.3,0,0,1,5647,44,-44,0,0,1.21,0.04,-0.04,0,0,1.39,0.02,-0.03,0,0
649,Kepler-7,Transit,1,4.885525,0.00004,-0.00004,0,0.06224,0.00109,-0.00084,0,0,,,0,0.433,0.04,-0.041,0,,,,,1.478,0.05,-0.051,0,0.166,0.019,-0.02,0,86.5,0.4,-0.4,0,0,1,5933,44,-44,0,0,1.35,0.07,-0.05,0,0,1.84,0.05,-0.07,0,0
650,Kepler-8,Transit,1,3.52254,0.00003,-0.00005,0,0.0483,0.0006,-0.0012,0,0,,,0,0.603,0.13,-0.19,0,,,,,1.419,0.056,-0.058,0,0.261,0.071,-0.071,0,84.07,0.33,-0.33,0,0,1,6213,150,-150,0,0,1.21,0.07,-0.06,0,0,1.49,0.05,-0.06,0,0
651,Kepler-9,Transit,3,19.24,,,0,0.14,0.001,-0.001,0,0.15,,,0,0.252,0.013,-0.013,0,,,,,0.842,0.069,-0.069,0,0.524,0.132,-0.132,0,,,,,1,1,5777,61,-61,0,0,1.07,0.05,-0.05,0,0,1.02,0.05,-0.05,0,0
652,Kepler-9,Transit,3,38.91,,,0,0.225,0.001,-0.001,0,0.13,,,0,0.171,0.013,-0.013,0,,,,,0.823,0.067,-0.067,0,0.383,0.098,-0.098,0,,,,,1,1,5777,61,-61,0,0,1.07,0.05,-0.05,0,0,1.02,0.05,-0.05,0,0
653,Kepler-9,Transit,3,1.592851,0.000045,-0.000045,0,0.0273,0.00042,-0.00043,0,,,,,,,,,,,,,0.146,0.017,-0.012,0,,,,,,,,,0,1,5777,61,-61,0,0,1.07,0.05,-0.05,0,0,1.02,0.05,-0.05,0,0
654,Kepler-10,Transit,2,0.8374907,0.0000002,-0.0000002,0,0.01685,0.00013,-0.00013,0,0,,,0,0.01,0.002,-0.002,0,,,,,0.131,0.003,-0.002,0,5.8,0.8,-0.8,0,84.8,3.2,-3.9,0,0,1,5708,28,-28,0,0,0.91,0.02,-0.02,0,0,1.06,0.01,-0.01,0,0
655,Kepler-10,Transit,2,45.294301,0.000048,-0.000048,0,,,,,0,,,0,0.054,0.006,-0.006,0,,,,,0.21,0.008,-0.004,0,7.1,1,-1,0,89.59,0.25,-0.43,0,1,1,5708,28,-28,0,0,0.91,0.02,-0.02,0,0,1.06,0.01,-0.01,0,0
656,Kepler-11,Transit,6,10.3039,0.0006,-0.001,0,0.091,0.001,-0.001,0,0.045,0.068,-0.042,0,0.006,0.004,-0.003,0,,,,,0.161,0.003,-0.004,0,1.72,1.25,-0.91,0,89.64,0.36,-0.18,0,1,1,5680,100,-100,0,0,0.95,0.1,-0.1,0,0,1.1,0.1,-0.1,0,0
657,Kepler-11,Transit,6,13.0241,0.0013,-0.0008,0,0.107,0.001,-0.001,0,0.026,0.063,-0.013,0,0.009,0.009,-0.005,0,,,,,0.256,0.004,-0.005,0,0.66,0.66,-0.35,0,89.59,0.41,-0.16,0,1,1,5680,100,-100,0,0,0.95,0.1,-0.1,0,0,1.1,0.1,-0.1,0,0
658,Kepler-11,Transit,6,22.6845,0.0009,-0.0009,0,0.155,0.001,-0.001,0,0.004,0.007,-0.002,0,0.023,0.003,-0.005,0,,,,,0.278,0.005,-0.006,0,1.28,0.14,-0.27,0,89.67,0.13,-0.16,0,1,1,5680,100,-100,0,0,0.95,0.1,-0.1,0,0,1.1,0.1,-0.1,0,0
659,Kepler-11,Transit,6,31.9996,0.0008,-0.0012,0,0.195,0.002,-0.002,0,0.012,0.006,-0.006,0,0.025,0.005,-0.007,0,,,,,0.374,0.006,-0.008,0,0.58,0.11,-0.16,0,88.89,0.02,-0.02,0,1,1,5680,100,-100,0,0,0.95,0.1,-0.1,0,0,1.1,0.1,-0.1,0,0
660,Kepler-11,Transit,6,46.6888,0.0027,-0.0032,0,0.25,0.002,-0.002,0,0.013,0.011,-0.009,0,0.006,0.003,-0.003,0,,,,,0.222,0.004,-0.006,0,0.69,0.29,-0.32,0,89.47,0.04,-0.04,0,1,1,5680,100,-100,0,0,0.95,0.1,-0.1,0,0,1.1,0.1,-0.1,0,0
661,Kepler-11,Transit,6,118.3807,0.001,-0.0006,0,0.466,0.004,-0.004,0,0.15,,,1,0.079,,,1,,,,,0.297,0.005,-0.007,0,4,,,1,89.87,0.05,-0.06,0,1,1,5680,100,-100,0,0,0.95,0.1,-0.1,0,0,1.1,0.1,-0.1,0,0
662,Kepler-12,Transit,1,4.4379637,0.0000002,-0.0000002,0,0.0556,0.0007,-0.0007,0,0.01,,,1,0.431,0.041,-0.04,0,,,,,1.695,0.028,-0.032,0,0.111,0.011,-0.009,0,88.76,0.08,-0.08,0,0,1,5947,100,-100,0,0,1.17,0.05,-0.05,0,0,1.48,0.03,-0.03,0,0
663,KOI-13,Transit,1,1.7635877,0.000001,-0.000001,0,0.037,,,0,,,,,,,,,,,,,2.03,,,0,,,,,,,,,0,1,8848,,,0,0,,,,,0,2.68,,,0,0
664,Kepler-14,Transit,1,6.790123,0.0000043,-0.0000043,0,,,,,0.035,0.02,-0.02,0,8.4,0.35,-0.34,0,,,,,1.136,0.073,-0.054,0,7.1,1.1,-1.1,0,90,0,-2.8,0,0,1,6395,60,-60,0,0,1.51,0.04,-0.04,0,0,2.05,0.11,-0.08,0,0
665,Kepler-15,Transit,1,4.942782,0.0000013,-0.0000013,0,0.05714,0.00086,-0.00093,0,0.06,,,0,0.66,0.08,-0.09,0,,,,,0.96,0.06,-0.07,0,0.93,0.18,-0.22,0,87.44,0.18,-0.2,0,0,1,5515,122,-130,0,0,1.02,0.04,-0.05,0,0,0.99,0.06,-0.07,0,0
666,Kepler-16,Transit,1,228.776,0.02,-0.037,0,0.7048,0.0011,-0.0011,0,0.0069,0.001,-0.0015,0,0.333,0.016,-0.016,0,,,,,0.754,0.003,-0.003,0,0.964,0.047,-0.046,0,90.032,0.002,-0.002,0,1,1,4450,150,-150,0,0,0.69,0,0,0,0,0.65,0,0,0,0
667,Kepler-17,Transit,1,1.4857108,0.0000002,-0.0000002,0,0.02591,0.00037,-0.00036,0,0.011,,,1,2.45,0.11,-0.11,0,,,,,1.31,0.02,-0.02,0,1.35,0.08,-0.08,0,87.2,0.15,-0.15,0,0,1,5781,85,-85,0,0,1.16,0.06,-0.06,0,0,1.05,0.03,-0.03,0,0
668,Kepler-18,Transit,3,3.504725,0.000028,-0.000028,0,0.0447,0.0006,-0.0006,0,0,,,0,0.022,0.011,-0.011,0,,,,,0.178,0.009,-0.009,0,4.9,2.4,-2.4,0,,,,,1,1,5345,100,-100,0,0,0.97,0.04,-0.04,0,0,1.11,0.05,-0.05,0,0
669,Kepler-18,Transit,3,7.64159,0.00003,-0.00003,0,0.0752,0.0011,-0.0011,0,0,,,0,0.054,0.006,-0.006,0,,,,,0.49,0.023,-0.023,0,0.59,0.07,-0.07,0,87.68,0.22,-0.22,0,1,1,5345,100,-100,0,0,0.97,0.04,-0.04,0,0,1.11,0.05,-0.05,0,0
670,Kepler-18,Transit,3,14.85888,0.00004,-0.00004,0,0.1172,0.0017,-0.0017,0,0,,,0,0.052,0.004,-0.004,0,,,,,0.623,0.029,-0.029,0,0.27,0.03,-0.03,0,88.07,0.1,-0.1,0,1,1,5345,100,-100,0,0,0.97,0.04,-0.04,0,0,1.11,0.05,-0.05,0,0
671,Kepler-19,Transit,2,9.2869944,0.0000088,-0.0000088,0,,,,,0,,,0,0.064,,,1,,,,,0.197,0.004,-0.004,0,10.4,,,1,89.94,0.06,-0.44,0,1,1,5541,60,-60,0,0,0.94,0.04,-0.04,0,0,0.85,0.02,-0.02,0,0
672,Kepler-19,Transit Timing Variations,2,160,,,1,,,,,,,,,6,,,1,,,,,,,,,,,,,,,,,0,1,5541,60,-60,0,0,0.94,0.04,-0.04,0,0,0.85,0.02,-0.02,0,0
673,Kepler-20,Transit,5,3.6961219,0.0000043,-0.0000064,0,0.04537,0.00054,-0.0006,0,0.32,,,1,0.027,0.007,-0.007,0,,,,,0.17,0.011,-0.019,0,6.5,2,-2.7,0,86.5,0.36,-0.31,0,0,1,5466,93,-93,0,0,0.91,0.04,-0.04,0,0,0.94,0.06,-0.1,0,0
674,Kepler-20,Transit,5,10.854092,0.000013,-0.000013,0,0.093,0.0011,-0.0011,0,0.4,,,1,0.051,0.01,-0.012,0,,,,,0.274,0.018,-0.028,0,2.91,0.85,-1.08,0,88.39,0.16,-0.14,0,0,1,5466,93,-93,0,0,0.91,0.04,-0.04,0,0,0.94,0.06,-0.1,0,0
675,Kepler-20,Transit,5,77.61184,0.00015,-0.00037,0,0.3453,0.0041,-0.0046,0,0.6,,,1,0.063,,,1,,,,,0.245,0.015,-0.027,0,4.07,,,1,89.57,0.043,-0.048,0,0,1,5466,93,-93,0,0,0.91,0.04,-0.04,0,0,0.94,0.06,-0.1,0,0
676,Kepler-20,Transit,5,6.098493,0.000065,-0.000065,0,,,,,0.28,,,1,0.01,,,1,,,,,0.077,0.007,-0.009,0,,,,,87.5,0.33,-0.34,0,0,1,5466,93,-93,0,0,0.91,0.04,-0.04,0,0,0.94,0.06,-0.1,0,0
677,Kepler-20,Transit,5,19.57706,0.00052,-0.00052,0,,,,,0.32,,,1,0.045,,,1,,,,,0.092,0.009,-0.012,0,,,,,88.68,0.14,-0.17,0,0,1,5466,93,-93,0,0,0.91,0.04,-0.04,0,0,0.94,0.06,-0.1,0,0
678,Kepler-21,Transit,1,2.785755,0.000031,-0.000034,0,0.042507,0.000098,-0.000119,0,0,,,0,0.033,,,1,,,,,0.146,0.003,-0.004,0,12.9,,,1,82.58,0.28,-0.31,0,0,1,6131,44,-44,0,0,1.34,0.01,-0.01,0,0,1.86,0.02,-0.02,0,0
679,Kepler-22,Transit,1,289.8623,0.0016,-0.002,0,0.849,0.018,-0.017,0,0,,,0,0.113,,,1,,,,,0.212,0.012,-0.012,0,14.7,,,1,89.764,0.025,-0.042,0,0,1,5518,44,-44,0,0,0.97,0.06,-0.06,0,0,0.98,0.02,-0.02,0,0
680,Kepler-23,Transit,3,7.1073,,,0,0.075,,,0,,,,,0.8,,,1,,,,,0.17,,,0,,,,,,,,,1,1,5828,100,-100,0,0,1.11,0.09,-0.12,0,0,1.55,0.05,-0.05,0,0
681,Kepler-23,Transit,3,10.7421,,,0,0.099,,,0,,,,,2.7,,,1,,,,,0.285,,,0,,,,,,,,,1,1,5828,100,-100,0,0,1.11,0.09,-0.12,0,0,1.55,0.05,-0.05,0,0
682,Kepler-23,Transit,3,15.274299,0.000104,-0.000104,0,0.124,,,0,,,,,,,,,,,,,0.196,0.008,-0.008,0,,,,,,,,,0,1,5828,100,-100,0,0,1.11,0.09,-0.12,0,0,1.55,0.05,-0.05,0,0
683,Kepler-24,Transit,4,8.1453,,,0,0.08,,,0,,,,,1.6,,,1,,,,,0.214,,,0,,,,,,,,,1,1,5897,219,-219,0,0,1.03,0.11,-0.14,0,0,1.29,0.29,-0.29,0,0
684,Kepler-24,Transit,4,12.3335,,,0,0.106,,,0,,,,,1.6,,,1,,,,,0.25,,,0,,,,,,,,,1,1,5897,219,-219,0,0,1.03,0.11,-0.14,0,0,1.29,0.29,-0.29,0,0
685,Kepler-24,Transit,4,4.244384,0.000053,-0.000053,0,0.051,,,0,,,,,,,,,,,,,0.149,0.035,-0.035,0,,,,,,,,,0,1,5897,219,-219,0,0,1.03,0.11,-0.14,0,0,1.29,0.29,-0.29,0,0
686,Kepler-24,Transit,4,18.998355,0.000157,-0.000157,0,0.138,,,0,,,,,,,,,,,,,0.248,0.057,-0.057,0,,,,,,,,,0,1,5897,219,-219,0,0,1.03,0.11,-0.14,0,0,1.29,0.29,-0.29,0,0
687,Kepler-25,Transit,3,6.2385,,,0,0.068,,,0,,,,,12.7,,,1,,,,,0.232,,,0,,,,,,,,,1,1,6270,79,-79,0,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0
688,Kepler-25,Transit,3,12.7204,,,0,0.11,,,0,,,,,4.16,,,1,,,,,0.401,,,0,,,,,,,,,1,1,6270,79,-79,0,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0
689,Kepler-25,Radial Velocity,3,123,2,-2,0,,,,,,,,,0.283,0.043,-0.043,0,,,,,,,,,,,,,,,,,0,1,6270,79,-79,0,0,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0
690,Kepler-26,Transit,4,12.2829,,,0,0.085,,,0,,,,,0.38,,,1,,,,,0.321,,,0,,,,,,,,,1,1,4486,116,-116,0,0,0.65,0.03,-0.03,0,0,0.57,0.03,-0.03,0,0
691,Kepler-26,Transit,4,17.2513,,,0,0.107,,,0,,,,,0.375,,,1,,,,,0.321,,,0,,,,,,,,,1,1,4486,116,-116,0,0,0.65,0.03,-0.03,0,0,0.57,0.03,-0.03,0,0
692,Kepler-26,Transit,4,3.543919,0.000015,-0.000015,0,0.039,,,0,,,,,,,,,,,,,0.095,0.005,-0.005,0,,,,,,,,,0,1,4486,116,-116,0,0,0.65,0.03,-0.03,0,0,0.57,0.03,-0.03,0,0
693,Kepler-26,Transit,4,46.827915,0.000173,-0.000173,0,0.22,,,0,,,,,,,,,,,,,0.215,0.013,-0.013,0,,,,,,,,,0,1,4486,116,-116,0,0,0.65,0.03,-0.03,0,0,0.57,0.03,-0.03,0,0
694,Kepler-27,Transit,2,15.3348,,,0,0.118,,,0,,,,,9.11,,,1,,,,,0.357,,,0,,,,,,,,,1,1,5400,60,-60,0,0,0.65,0.16,-0.16,0,0,0.59,0.15,-0.15,0,0
695,Kepler-27,Transit,2,31.3309,,,0,0.191,,,0,,,,,13.8,,,1,,,,,0.437,,,0,,,,,,,,,1,1,5400,60,-60,0,0,0.65,0.16,-0.16,0,0,0.59,0.15,-0.15,0,0
696,Kepler-28,Transit,2,5.9123,,,0,0.062,,,0,,,,,1.51,,,1,,,,,0.321,,,0,,,,,,,,,1,1,4590,,,0,0,0.75,,,0,0,0.7,,,0,0
697,Kepler-28,Transit,2,8.9858,,,0,0.081,,,0,,,,,1.36,,,1,,,,,0.303,,,0,,,,,,,,,1,1,4590,,,0,0,0.75,,,0,0,0.7,,,0,0
698,Kepler-29,Transit,2,10.3376,0.0002,-0.0002,0,0.09,,,0,,,,,0.4,,,1,,,,,0.321,0.045,-0.045,0,,,,,,,,,1,1,5750,250,-250,0,0,1,0.12,-0.12,0,0,0.96,0.14,-0.14,0,0
699,Kepler-29,Transit,2,13.2907,0.0004,-0.0004,0,0.11,,,0,,,,,0.3,,,1,,,,,0.259,0.036,-0.036,0,,,,,,,,,1,1,5750,250,-250,0,0,1,0.12,-0.12,0,0,0.96,0.14,-0.14,0,0
